Material,Length,radius,Fratio,TDL,LR_ratio,tipang,slope,intercept,AvgCurv,CurvDiff,Kratio
SUS304,0.108,0.003,15,0.00419031489916026,36,1.39677163305342,-81.4639823612963,17.3321257239306,12.9330706764206,4.39905504751,1.34014002997218
SUS304,0.108,0.004,5,0.00136855173993397,27,0.342137934983493,-4.68170156762104,3.42075572709129,3.16794384243975,0.252811884651536,1.07980314589694
SUS304,0.108,0.004,7,0.00198504384749452,27,0.49626096187363,-9.66847485864278,5.11710654860402,4.59500890623731,0.52209764236671,1.113622770493
SUS304,0.108,0.004,9,0.00265145564869178,27,0.662863912172946,-16.2753651315749,7.01649853352122,6.13762881641617,0.878869717105047,1.1431936898423
SUS304,0.108,0.004,11,0.00337230440419574,27,0.843076101048936,-25.6310382226458,9.19033625892043,7.80626019489756,1.38407606402287,1.17730334750148
SUS304,0.108,0.004,13,0.00416474834335406,27,1.04118708583851,-38.3386924806762,11.7109105591279,9.64062116517143,2.07028939395651,1.21474647312518
SUS304,0.108,0.004,15,0.00505616083367186,27,1.26404020841797,-55.8719120032765,14.721159252047,11.7040760038701,3.01708324817693,1.25778055842933
SUS304,0.108,0.005,9,0.0032194305066379,21.6,0.643886101327579,-12.9289213247537,6.66007009716243,5.96190834562573,0.698161751536698,1.11710373777365
SUS304,0.108,0.005,11,0.00406514700583565,21.6,0.81302940116713,-20.2386400816266,8.6209365752146,7.52805001080676,1.09288656440784,1.14517525293256
SUS304,0.108,0.005,13,0.00497728343763183,21.6,0.995456687526366,-29.9876993491224,10.8365273160227,9.21719155117006,1.61933576485261,1.17568646109422
SUS304,0.108,0.005,15,0.00597589252799954,21.6,1.19517850559991,-42.949307782353,13.3857302646907,11.0664676444436,2.31926262024706,1.2095756925121
SUS304,0.108,0.005,5,0.00168489438312815,21.6,0.336978876625629,-3.54878146309041,3.31180898257752,3.12017478357064,0.191634199006882,1.0614177769835
SUS304,0.108,0.005,7,0.00242682437141361,21.6,0.485364874282722,-7.66178844535113,4.90785578237046,4.4941192063215,0.413736576048961,1.09206177162969
SUS304,0.108,0.006,7,0.0028706035024202,18,0.478433917070033,-6.25995846644195,4.76798143376224,4.42994367657438,0.338037757187865,1.07630746164458
SUS304,0.108,0.006,9,0.00378886036476854,18,0.631476727461423,-10.804967001984,6.43047495386105,5.84700673575392,0.583468218107135,1.09978921599992
SUS304,0.108,0.006,11,0.00476239094195787,18,0.793731823659645,-16.7763290377134,8.25529050562583,7.34936873758931,0.905921768036521,1.12326524908229
SUS304,0.108,0.006,13,0.00579929687766856,18,0.966549479611426,-24.7335536502312,10.2851441157368,8.94953221862432,1.33561189711249,1.14923817965961
SUS304,0.108,0.006,15,0.00691744755853458,18,1.15290792642243,-35.0476857095911,12.5676484211182,10.6750733928003,1.89257502831792,1.17728918187994
SUS304,0.108,0.006,5,0.00199610270643895,18,0.332683784406491,-3.30380176216447,3.25881070632809,3.08040541117121,0.178405295156881,1.05791617379644
SUS304,0.108,0.007,5,0.00231150291830885,15.4285714285714,0.33021470261555,-2.84781756121287,3.21132569104207,3.05754354273657,0.153782148305495,1.05029597981387
SUS304,0.108,0.007,7,0.00331297401977322,15.4285714285714,0.473282002824746,-5.44629264815729,4.67634056989629,4.38224076689579,0.294099803000494,1.06711174000803
SUS304,0.108,0.007,9,0.00436256673002943,15.4285714285714,0.623223818575633,-9.13606882014043,6.26393862902493,5.77059091273734,0.493347716287583,1.08549344837435
SUS304,0.108,0.007,11,0.00546320503631685,15.4285714285714,0.780457862330978,-14.349225910763,8.001319887431,7.2264616882498,0.7748581991812,1.10722511688412
SUS304,0.108,0.007,13,0.00662874196400709,15.4285714285714,0.946963137715298,-21.0304175365313,9.90381974804027,8.76817720106758,1.13564254697269,1.12951865831754
SUS304,0.108,0.007,15,0.00787215661963826,15.4285714285714,1.12459380280547,-29.6434337024448,12.0136510014641,10.4129055815321,1.60074541993202,1.15372706564929
SUS304,0.108,0.008,5,0.00262880210837705,13.5,0.328600263547131,-2.40546722729946,3.17249026311798,3.04259503284381,0.129895230274171,1.04269225081616
SUS304,0.108,0.008,7,0.00375755686974747,13.5,0.469694608718434,-4.7593855261962,4.60603097321491,4.34902415480031,0.257006818414595,1.05909528419862
SUS304,0.108,0.008,9,0.00493618170744673,13.5,0.617022713430842,-8.00739167762564,6.14557242309958,5.71317327250779,0.432399150591785,1.07568458542515
SUS304,0.108,0.008,11,0.0061679185384218,13.5,0.770989817302725,-12.5010333332211,7.8138504046488,7.13879460465486,0.675055799993937,1.09456159441172
SUS304,0.108,0.008,13,0.0074620626793583,13.5,0.932757834919788,-18.4091035129134,9.63073820932499,8.63664661962767,0.994091589697323,1.11510157049128
SUS304,0.108,0.008,15,0.00883553686440181,13.5,1.10444210805023,-25.7461944046933,11.6166103131333,10.2263158152799,1.39029449785344,1.13595262682736
SUS304,0.108,0.009,5,0.00294872720849614,12,0.327636356499571,-1.93583357736313,3.13820498076623,3.03366996758862,0.104535013177609,1.03445826813544
SUS304,0.108,0.009,7,0.00420245932976591,12,0.466939925529545,-4.26491794987531,4.55382339827054,4.32351782897727,0.230305569293266,1.0532680975084
SUS304,0.108,0.009,9,0.00551113044932234,12,0.612347827702482,-7.16254538582746,6.05666474437618,5.6698872935415,0.386777450834683,1.06821607393771
SUS304,0.108,0.009,11,0.00687382129534836,12,0.763757921705373,-11.1676959812402,7.67488819137005,7.07183260838308,0.603055582986968,1.08527571513388
SUS304,0.108,0.009,13,0.00830306750612618,12,0.922563056236243,-16.1975355872423,9.41691744241703,8.54225052070595,0.874666921711084,1.10239303092211
SUS304,0.108,0.009,15,0.00980667321315226,12,1.08963035701692,-22.7479728412167,11.3175605058046,10.0891699723789,1.2283905334257,1.12175337880011
SUS304,0.108,0.01,13,0.00914590624762183,10.8,0.914590624762183,-14.575678203385,9.25551833374375,8.46843171076096,0.787086622982793,1.0929436110328
SUS304,0.108,0.01,15,0.0107822903138904,10.8,1.07822903138904,-20.4939006265513,11.0902727763249,9.98360214249109,1.10667063383377,1.11084883171813
SUS304,0.108,0.01,5,0.00326480699828544,10.8,0.326480699828544,-1.79146802558859,3.11970871623868,3.02296944285689,0.0967392733817838,1.03200140630279
SUS304,0.108,0.01,7,0.00465010011283357,10.8,0.465010011283357,-3.7784838570778,4.50968638090587,4.30564825262367,0.204038128282201,1.04738848050532
SUS304,0.108,0.01,9,0.00608931033079993,10.8,0.608931033079993,-6.40534643986534,5.98413901404896,5.63825030629623,0.345888707752728,1.06134681664744
SUS304,0.108,0.01,11,0.00758239343503577,10.8,0.758239343503577,-10.1039870829894,7.56634996455159,7.02073466207016,0.545615302481426,1.07771484449186
SUS304,0.157,0.004,5,0.00141814044038155,39.25,0.354535110095387,-3.34177437882705,2.52051470335822,2.2581854146203,0.262329288737923,1.11616817956555
SUS304,0.157,0.004,7,0.00209031666009085,39.25,0.522579165022713,-6.54580157453162,3.8423751371212,3.32852971352046,0.513845423600732,1.15437609630267
SUS304,0.157,0.004,9,0.00283100866314712,39.25,0.70775216578678,-11.4134596460309,5.40393216047317,4.50797557825975,0.895956582213424,1.19874920940883
SUS304,0.157,0.004,11,0.00366264490859899,39.25,0.915661227149746,-18.3189504178855,7.27027472340749,5.83223711560348,1.43803760780401,1.24656706839931
SUS304,0.157,0.004,13,0.00462717429635098,39.25,1.15679357408775,-28.1582678642904,9.57853596421142,7.36811193686462,2.2104240273468,1.29999870337032
SUS304,0.157,0.004,15,0.00581008656297429,39.25,1.45252164074357,-43.7543831511235,12.6864492731821,9.25173019581893,3.43471907736319,1.37125153940562
SUS304,0.157,0.005,13,0.00540020953582937,31.4,1.08004190716587,-21.7169860257705,8.58403121936613,6.87924781634314,1.70478340302299,1.24781537873558
SUS304,0.157,0.005,15,0.00662926388308736,31.4,1.32585277661747,-31.9564825697229,10.9535060257836,8.44492214406034,2.50858388172325,1.2970523397291
SUS304,0.157,0.005,5,0.00173386631488063,31.4,0.346773262976126,-2.56466977091865,2.41007347495422,2.20874689793711,0.201326577017114,1.09114968184229
SUS304,0.157,0.005,7,0.00252755385556653,31.4,0.505510771113307,-5.30449437446115,3.63621663714238,3.21981382874718,0.4164028083952,1.12932511956979
SUS304,0.157,0.005,9,0.00339272954743346,31.4,0.678545909486693,-9.06480123517409,5.03353536502927,4.32194846806811,0.711586896961166,1.16464492860537
SUS304,0.157,0.005,11,0.00434413086313395,31.4,0.86882617262679,-14.1939823433544,6.648152280366,5.53392466641268,1.11422761395332,1.2013449190438
SUS304,0.157,0.006,9,0.00395700296488684,26.1666666666667,0.659500494147807,-7.55491133879548,4.79370063020886,4.20064009011342,0.593060540095445,1.14118337381278
SUS304,0.157,0.006,11,0.00502913247557925,26.1666666666667,0.838188745929875,-11.7701270339303,6.26273679337292,5.33878182120939,0.923954972163529,1.17306475580121
SUS304,0.157,0.006,13,0.00620259205185738,26.1666666666667,1.03376534197623,-17.5608285947053,7.96301766873679,6.58449262405242,1.37852504468437,1.20935934222916
SUS304,0.157,0.006,15,0.00751435766367179,26.1666666666667,1.2523929439453,-25.5943821273979,9.98618411767142,7.97702512067069,2.00915899700074,1.25186820482669
SUS304,0.157,0.006,5,0.00204595734594007,26.1666666666667,0.340992890990012,-2.22340758019719,2.34646673702008,2.1719292419746,0.17453749504548,1.08036058066367
SUS304,0.157,0.006,7,0.00296651732008379,26.1666666666667,0.494419553347299,-4.46505229653487,3.49967573487862,3.14916912960063,0.350506605277987,1.1113012959461
SUS304,0.157,0.007,5,0.00236213863976804,22.4285714285714,0.33744837710972,-1.845918659388,2.29425733520603,2.14935272044408,0.144904614761958,1.06741779205603
SUS304,0.157,0.007,7,0.00340935137861151,22.4285714285714,0.487050196944502,-3.7636996469973,3.39768097607592,3.10223055378663,0.295450422289288,1.09523806086194
SUS304,0.157,0.007,9,0.00452698063429701,22.4285714285714,0.646711519185287,-6.36675214691382,4.61897169439444,4.1191816508617,0.499790043532735,1.12133236305036
SUS304,0.157,0.007,11,0.00572192144342816,22.4285714285714,0.817417349061166,-10.0011573844205,5.9915707850029,5.2064799303259,0.785090854677005,1.15079110362149
SUS304,0.157,0.007,13,0.00702073895791386,22.4285714285714,1.00296270827341,-14.6059156372561,7.53486188245078,6.38829750492617,1.14656437752461,1.17947886375681
SUS304,0.157,0.007,15,0.00843533290368549,22.4285714285714,1.20504755766936,-21.2949989358043,9.34711956722086,7.67546215076023,1.67165741646064,1.21779241218655
SUS304,0.157,0.008,5,0.00267633678268227,19.625,0.334542097835283,-1.63587229259359,2.25925736245448,2.13084138748588,0.128415974968597,1.06026538423872
SUS304,0.157,0.008,7,0.00385197336579114,19.625,0.481496670723893,-3.26858191454692,3.32344145560335,3.06685777531142,0.256583680291933,1.08366337766213
SUS304,0.157,0.008,9,0.00509377564800383,19.625,0.636721956000479,-5.64833242279564,4.49894795506512,4.05555385987566,0.443394095189458,1.10933009658095
SUS304,0.157,0.008,11,0.00642174312154141,19.625,0.802717890192676,-8.57072868138401,5.78565500526365,5.11285280377501,0.672802201488644,1.13159037181589
SUS304,0.157,0.008,13,0.00783728077612681,19.625,0.979660097015852,-12.7541421290343,7.24107338652952,6.23987322940033,1.00120015712919,1.16045200284067
SUS304,0.157,0.008,15,0.00937579587177384,19.625,1.17197448397173,-18.1613930588674,8.89047498551428,7.46480563039319,1.42566935512109,1.19098546240996
SUS304,0.157,0.009,5,0.00299313972542787,17.4444444444444,0.332571080603096,-1.40764490850018,2.2287872629166,2.11828713759934,0.110500125317264,1.05216484741653
SUS304,0.157,0.009,7,0.00429692605771062,17.4444444444444,0.477436228634513,-2.84360898974197,3.26421839253878,3.04099508684403,0.223223305694745,1.07340469133293
SUS304,0.157,0.009,9,0.00566694441368788,17.4444444444444,0.629660490409764,-4.95169090208579,4.39928410785045,4.01057637203671,0.388707735813735,1.09692066669618
SUS304,0.157,0.009,11,0.00711785756729416,17.4444444444444,0.790873063032684,-7.67732666203564,5.64007818776397,5.03740804479417,0.602670142969798,1.11963893685218
SUS304,0.157,0.009,13,0.00865789597314091,17.4444444444444,0.961988441460102,-11.3957529258257,7.02188151843592,6.12731491375861,0.894566604677315,1.14599651189277
SUS304,0.157,0.009,15,0.0103169085047731,17.4444444444444,1.14632316719701,-16.1145672849727,8.56641497898509,7.30142144711473,1.26499353187036,1.17325304956479
SUS304,0.157,0.01,5,0.00330736853901804,15.7,0.330736853901804,-1.29994555383174,2.20864989095544,2.10660416497965,0.102045725975791,1.0484408640561
SUS304,0.157,0.01,7,0.00473859186189966,15.7,0.473859186189966,-2.60532967332515,3.22272975636218,3.01821137700615,0.204518379356024,1.06776145001444
SUS304,0.157,0.01,9,0.00624605235072373,15.7,0.624605235072373,-4.26659072812886,4.31330466561272,3.9783772934546,0.334927372158116,1.08418693036207
SUS304,0.157,0.01,11,0.00782045347497921,15.7,0.782045347497921,-6.86668821085505,5.52021558186372,4.9811805573116,0.539035024552121,1.10821431151716
SUS304,0.157,0.01,13,0.00948810275083133,15.7,0.948810275083133,-10.1909394796572,6.8433662974533,6.04337754830021,0.799988749153091,1.13237444504491
SUS304,0.157,0.01,15,0.0112865250358388,15.7,1.12865250358388,-13.9949822820891,8.28747555872286,7.18886944957887,1.09860610914399,1.15282042842054
SUS304,0.206,0.005,5,0.00178399818250388,41.2,0.356799636500776,-2.00802806224212,1.93886396080306,1.73203707039212,0.206826890410938,1.11941250793444
SUS304,0.206,0.005,7,0.00263395061397109,41.2,0.526790122794219,-3.99340858809276,2.96855469037073,2.55723360579718,0.411321084573554,1.16084611262776
SUS304,0.206,0.005,9,0.0035768389652889,41.2,0.715367793057781,-6.94757189461468,4.18825909474619,3.47265918960088,0.715599905145312,1.20606683986964
SUS304,0.206,0.005,11,0.00464025438266869,41.2,0.928050876533738,-11.2076226443842,5.65948647476836,4.50510134239679,1.15438513237157,1.25623954815574
SUS304,0.206,0.005,13,0.00588479584716797,41.2,1.17695916943359,-17.3931353935936,7.50488697191681,5.71339402637667,1.79149294554014,1.3135601950906
SUS304,0.206,0.005,15,0.00744585497710328,41.2,1.48917099542066,-27.3435938418971,10.0453755803788,7.22898541466338,2.8163901657154,1.38959688035925
SUS304,0.206,0.006,11,0.00531580554901926,34.3333333333333,0.88596759150321,-9.1255064438206,5.24074071469998,4.30081355098646,0.939927163713522,1.21854636397756
SUS304,0.206,0.006,13,0.00664855566334547,34.3333333333333,1.10809261055758,-13.9208413334742,6.81293699986036,5.37909034251251,1.43384665734784,1.26655931877844
SUS304,0.206,0.006,15,0.00822054190174572,34.3333333333333,1.37009031695762,-20.9579210932212,8.80958974132809,6.65092386872631,2.15866587260178,1.32456631818508
SUS304,0.206,0.006,5,0.00209960761221091,34.3333333333333,0.349934602035151,-1.61807927886381,1.86537382608779,1.69871166036481,0.166662165722973,1.0981109211243
SUS304,0.206,0.006,7,0.00307245416109479,34.3333333333333,0.512075693515798,-3.31578712791248,2.82733041163031,2.48580433745533,0.341526074174985,1.13739056973591
SUS304,0.206,0.006,9,0.00413723286785479,34.3333333333333,0.689538811309132,-5.74063859195721,3.93856155802563,3.34727578305404,0.591285774971593,1.1766468654794
SUS304,0.206,0.007,7,0.00351248983376977,29.4285714285714,0.50178426196711,-2.82378341503418,2.7266956236277,2.43584593187918,0.290849691748521,1.11940397705045
SUS304,0.206,0.007,9,0.00469922910427957,29.4285714285714,0.67131844346851,-4.92830908004374,3.76644323072271,3.25882739547821,0.507615835244505,1.15576640725092
SUS304,0.206,0.007,11,0.00599948589440358,29.4285714285714,0.857069413486225,-7.71754892075457,4.955438672266,4.16053113342828,0.794907538837721,1.19105914926365
SUS304,0.206,0.007,13,0.00744139011898306,29.4285714285714,1.06305573128329,-11.5650645581698,6.35166636445894,5.16046471496745,1.19120164949149,1.23083224385519
SUS304,0.206,0.007,15,0.00908425189146492,29.4285714285714,1.29775027020927,-17.039184204464,8.0547945663087,6.29975859324891,1.7550359730598,1.27858781365695
SUS304,0.206,0.007,5,0.00241224319485595,29.4285714285714,0.344606170693707,-1.41210759054148,1.81829257063017,1.6728454888044,0.145447081825772,1.0869459150885
SUS304,0.206,0.008,5,0.002727280815551,25.75,0.340910101943875,-1.22101781671412,1.78066824261609,1.65490340749454,0.125764835121555,1.07599527232345
SUS304,0.206,0.008,7,0.00395368571428375,25.75,0.494210714285469,-2.45377998937777,2.65182047621401,2.3990811373081,0.25273933890591,1.10534839150522
SUS304,0.206,0.008,9,0.00526654214708482,25.75,0.658317768385602,-4.27210082802486,3.63574370754676,3.1957173222602,0.44002638528656,1.13769252437363
SUS304,0.206,0.008,11,0.00668709926998426,25.75,0.835887408748032,-6.71229503982882,4.74907225681126,4.05770586770889,0.691366389102369,1.17038356441857
SUS304,0.206,0.008,13,0.00824543067075532,25.75,1.03067883384441,-9.94198038494766,6.02731928957395,5.00329530992434,1.02402397964961,1.20466990577558
SUS304,0.206,0.008,15,0.00998609531892405,25.75,1.24826191486551,-14.3837302415816,7.54104807345332,6.05952385857042,1.48152421488291,1.24449515332586
SUS304,0.206,0.009,5,0.00303958322738799,22.8888888888889,0.337731469709777,-1.12168074301099,1.75500627046109,1.63947315393096,0.115533116530132,1.07046966048399
SUS304,0.206,0.009,7,0.00439370629584129,22.8888888888889,0.48818958842681,-2.20022434634609,2.59647547867758,2.36985237100393,0.226623107673647,1.09562752112599
SUS304,0.206,0.009,9,0.00583341375298005,22.8888888888889,0.648157083664449,-3.80142364013938,3.53794024495596,3.1463936100216,0.391546634934357,1.12444299202974
SUS304,0.206,0.009,11,0.00738056251539588,22.8888888888889,0.820062501710653,-5.91300167644572,4.58992510330815,3.98088593063424,0.609039172673909,1.15299086265877
SUS304,0.206,0.009,13,0.00905385595977152,22.8888888888889,1.00598399553017,-8.79328964324332,5.78912628728401,4.88341745402995,0.905708833254061,1.18546619079363
SUS304,0.206,0.009,15,0.0108977363875319,22.8888888888889,1.21085959861465,-12.6372625768965,7.17959726199633,5.87795921657598,1.30163804542034,1.22144387149705
SUS304,0.206,0.01,5,0.00335613971199735,20.6,0.335613971199735,-0.984425690254111,1.73058988104634,1.62919403495017,0.101395846096173,1.06223681398347
SUS304,0.206,0.01,7,0.00483508751615562,20.6,0.483508751615561,-1.9833509510133,2.55141501016583,2.34712986221146,0.204285147954369,1.08703615051018
SUS304,0.206,0.01,9,0.0064057544896498,20.6,0.64057544896498,-3.36624286323254,3.45631257299538,3.10958955808243,0.346723014912952,1.11150121533299
SUS304,0.206,0.01,11,0.00808003317711565,20.6,0.808003317711565,-5.23662411065738,4.46171848588104,3.92234620248333,0.53937228339771,1.1375126660304
SUS304,0.206,0.01,13,0.00987438553616336,20.6,0.987438553616336,-7.81663975524934,5.59850493176319,4.7933910369725,0.805113894790682,1.16796332462356
SUS304,0.206,0.01,15,0.011826391957453,20.6,1.1826391957453,-11.2625379150135,6.90100837488379,5.74096696963739,1.16004140524639,1.20206376580489
SUS304,0.255,0.006,13,0.00714136047248958,42.5,1.19022674541493,-11.8639021152264,6.18020338406364,4.66755586437227,1.51264751969137,1.32407700382067
SUS304,0.255,0.006,15,0.00908385686781408,42.5,1.51397614463568,-18.8421545570558,8.33953605753708,5.93716135151247,2.40237470602461,1.40463355529535
SUS304,0.255,0.006,5,0.0021502128664226,42.5,0.358368811070433,-1.33218230104168,1.57522112993353,1.40536788655072,0.169853243382815,1.12086034198469
SUS304,0.255,0.006,7,0.00317482992826894,42.5,0.529138321378157,-2.73488501088213,2.42375007958613,2.07505224069866,0.348697838887472,1.16804292058212
SUS304,0.255,0.006,9,0.00432030545286745,42.5,0.720050908811242,-4.71314246206116,3.42465471807453,2.82372905416173,0.600925663912798,1.21281279201598
SUS304,0.255,0.006,11,0.00561566224448608,42.5,0.935943707414346,-7.61366843603329,4.6411102056505,3.67036748005626,0.970742725594244,1.26448107195505
SUS304,0.255,0.007,9,0.00487938612838301,36.4285714285714,0.697055161197573,-4.01424021144679,3.24536527871465,2.73354965175519,0.511815626959466,1.18723480169121
SUS304,0.255,0.007,11,0.00629240220432183,36.4285714285714,0.898914600617404,-6.33205973861729,4.33249291321254,3.52515529653884,0.807337616673705,1.2290218582615
SUS304,0.255,0.007,13,0.00789391742680504,36.4285714285714,1.12770248954358,-9.82161808759458,5.67461901026077,4.42236270409246,1.25225630616831,1.28316454120994
SUS304,0.255,0.007,15,0.00982647899482341,36.4285714285714,1.4037827135462,-14.8673529539938,7.400617750835,5.50503024920079,1.89558750163421,1.3443373452688
SUS304,0.255,0.007,5,0.0024631641353401,36.4285714285714,0.351880590762872,-1.14703556802402,1.52617092026766,1.3799238853446,0.146247034923062,1.10598195775598
SUS304,0.255,0.007,7,0.00361466977089118,36.4285714285714,0.516381395841597,-2.31356588529698,2.32000473210712,2.02502508173175,0.294979650375365,1.14566715890902
SUS304,0.255,0.008,7,0.00405457918146838,31.875,0.506822397683547,-2.01122189219068,2.24396960569959,1.98753881444528,0.256430791254312,1.1290192621098
SUS304,0.255,0.008,9,0.00544249727349606,31.875,0.680312159187008,-3.48558276259194,3.11230262257168,2.66789082034121,0.444411802230472,1.16657795695464
SUS304,0.255,0.008,11,0.00697241186666274,31.875,0.871551483332842,-5.47633724389461,4.116081952843,3.41784895424644,0.698232998596562,1.20429018600399
SUS304,0.255,0.008,13,0.0086798742757206,31.875,1.08498428446507,-8.31965904491699,5.3155968594625,4.25484033123559,1.06075652822692,1.24930583656447
SUS304,0.255,0.008,15,0.0106590441112734,31.875,1.33238051390918,-12.3984730160737,6.80582693272264,5.22502162317325,1.5808053095494,1.3025452186721
SUS304,0.255,0.008,5,0.00277764084155674,31.875,0.347205105194592,-0.994624145192332,1.48840322633395,1.36158864782193,0.126814578512022,1.09313721784834
SUS304,0.255,0.009,5,0.00309080984318288,28.3333333333333,0.343423315909208,-0.892241516830299,1.4605188950006,1.34675810160474,0.113760793395863,1.08447010139409
SUS304,0.255,0.009,7,0.00449309298096709,28.3333333333333,0.499232553440788,-1.79881642849318,2.18712381400852,1.95777471937564,0.22934909463288,1.11714784768802
SUS304,0.255,0.009,9,0.0060074189526392,28.3333333333333,0.667490994737689,-3.08384746975704,3.01080229646339,2.61761174406937,0.393190552394023,1.15020965324016
SUS304,0.255,0.009,11,0.00765817391779234,28.3333333333333,0.850908213088037,-4.82084012269,3.9515520689294,3.33689495328642,0.614657115642975,1.18420031923319
